Docket Number,Violation Number,Issued Date,Issuing Department,Last Hearing Date,Property Address,Violation Type,Entity or Person(s),Disposition Description,Total Fines,Total Administrative Costs,Interest Amount,Collection Costs or Attorney Fees,Court Cost,Original Total Amount Due,Total Paid,Current Amount Due,Latitude,Longitude,Location
15CP127053,P004859818|P004859819|P004859820|P004859821|P004859822|P004859823,09/04/2015,POLICE,12/04/2015 10:00:00 AM,6045 S LAFLIN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"MIDFIRST BANK, ",City Non suit - Motion to set-aside default - Granted,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.783632046965366,-87.66174568771072,POINT (-87.66174568771072 41.783632046965366)
16CP108638,P005014456|P005014457|P005014458|P005014459,11/03/2016,POLICE,01/06/2017 11:00:00 AM,8601  WALLACE ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"MARQUETTE BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.737783655048084,-87.63865328700825,POINT (-87.63865328700825 41.737783655048084)
14CP004194,P004327592|P004327593|P004327595|P004327596|P004327597,01/03/2014,POLICE,02/07/2014 09:00:00 AM,5030 S KENNETH ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"HSBC BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.801307679155144,-87.73456311623619,POINT (-87.73456311623619 41.801307679155144)
15CP122964,P004909559|P004909560|P004909561|P004909562|P004909563|P004909564,08/19/2015,POLICE,10/02/2015 09:00:00 AM,3832 W 59TH ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK, ",Default - Liable by prove-up,4300.00,0.00,454.80,1223.88,0.00,6018.68,5951.29,0.00,41.7861037745308,-87.71939898478763,POINT (-87.71939898478763 41.7861037745308)
12CP029603,P003233080|P003233106,04/25/2012,POLICE,07/06/2012 09:00:00 AM,1327 W 49TH PL ,13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK NATL TRUST, ",Liable - By plea,400.00,0.00,0.00,0.00,0.00,440.00,440.00,0.00,41.803996388889054,-87.6586550367039,POINT (-87.6586550367039 41.803996388889054)
13CP002241,P003791053,12/18/2012,POLICE,02/01/2013 01:00:00 PM,4315 N DRAKE ,13-12-125  Duty to secure and maintain vacant building.,"BAYVIEW LOAN SERVICING LLC, ",City non-suit,300.00,0.00,1.01,0.00,0.00,341.01,340.00,0.00,41.959754359732244,-87.71662459740716,POINT (-87.71662459740716 41.959754359732244)
14CP039652,P004456241|P004456243|P004456245,04/03/2014,POLICE,06/06/2014 09:00:00 AM,5134 S HONORE ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK, ",City non-suit,1300.00,0.00,26.10,377.88,0.00,1743.98,1736.05,0.00,41.80021435538227,-87.67098014339719,POINT (-87.67098014339719 41.80021435538227)
15CP026126,P004663062|P004663063|P004663064|P004663065|P004663066|P004663067,02/01/2015,POLICE,03/06/2015 09:00:00 AM,4155 W 78 ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.75181071532163,-87.72484274461469,POINT (-87.72484274461469 41.75181071532163)
17CP022648,P005214510|P005214511|P005214512|P005214513|P005214514|P005214515,02/01/2017,POLICE,04/07/2017 09:00:00 AM,6717 S ARTESIAN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"FEDERAL HOME LOAN MORT CORP, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.771416915708315,-87.68450274672682,POINT (-87.68450274672682 41.771416915708315)
14CP051675,P004317601|P004317602|P004317603|P004317604|P004317605|P004317606,05/01/2014,POLICE,06/06/2014 09:00:00 AM,3607 W 64 ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BAYVIEW LOAN SERVICING LLC, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.776865195445346,-87.71344106404534,POINT (-87.71344106404534 41.776865195445346)
13CP027568,P003915354|P003915355|P003915356|P003915357|P003915358|P003915359,03/13/2013,POLICE,05/03/2013 09:00:00 AM,7115 S FAIRFIELD ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA NA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.76407489787915,-87.69164316276584,POINT (-87.69164316276584 41.76407489787915)
17CP104869,P005391454|P005391455|P005391456|P005391457|P005391458|P005391459,11/12/2017,POLICE,01/05/2018 09:00:00 AM,7844 S TRUMBULL ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"HSBC BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.75024287340102,-87.70865275272337,POINT (-87.70865275272337 41.75024287340102)
12CP079399,P003830876|P003830877|P003830878|P003830879|P003830880|P003830881,11/01/2012,POLICE,01/04/2013 09:00:00 AM,730 W 48TH PL ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"CITI MORTGAGE, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.80626071737207,-87.6443326525512,POINT (-87.6443326525512 41.80626071737207)
11CP049098,P003004845|P003004846|P003004847|P003004848|P003004849|P003004850,08/10/2011,POLICE,10/07/2011 09:00:00 AM,6929 S JUSTINE ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"CARRINGTON MORTGAGE, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.767688323408315,-87.66253350104135,POINT (-87.66253350104135 41.767688323408315)
15CP048288,P004658906|P004658908|P004658910,03/25/2015,POLICE,05/01/2015 01:00:00 PM,6147 S KEELER ,13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK NATL TRUST CO, ",Default - Liable by prove-up,1300.00,0.00,190.97,377.88,0.00,1908.85,1948.11,-39.26,41.78085280719007,-87.72756323625448,POINT (-87.72756323625448 41.78085280719007)
12CP009918,P003159915|P003159916,01/23/2012,POLICE,03/02/2012 11:00:00 AM,8651 S SAGINAW ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"DEUTSCHE BANK NATIONAL, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.73759302575485,-87.55979261893656,POINT (-87.55979261893656 41.73759302575485)
14CP021979,P004425576|P004425646|P004425647|P004425648|P004425649|P004425650,02/27/2014,POLICE,04/04/2014 09:00:00 AM,6646 S BELL ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"U S BANK N A, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.77240705963819,-87.67982671677979,POINT (-87.67982671677979 41.77240705963819)
13CP009159,P003924788|P003924789|P003924790|P003924791|P003924792|P003924793,01/25/2013,POLICE,03/01/2013 09:00:00 AM,3638 W 79TH ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"J P MORGAN CHASE BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.749805921874604,-87.71363676030195,POINT (-87.71363676030195 41.749805921874604)
14CP129665,P004565583|P004565584|P004565585|P004565586|P004565587|P004565588,09/16/2014,POLICE,11/07/2014 09:00:00 AM,7311 S HERMITAGE ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.76085992742875,-87.66720510050494,POINT (-87.66720510050494 41.76085992742875)
13CP075662,P004320201|P004320202|P004320768|P004320769|P004320772|P004320773,08/24/2013,POLICE,10/04/2013 09:00:00 AM,6146 S ROCKWELL ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.78143931940797,-87.6887301377521,POINT (-87.6887301377521 41.78143931940797)
14CP000354,P004432600|P004432601|P004432602|P004432603|P004432604|P004432605,12/16/2013,POLICE,02/07/2014 09:00:00 AM,6208 S MORGAN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"CHASE REO GROUP LLC, ",Default - Liable by prove-up,4300.00,0.00,3925.26,1223.88,126.00,9615.14,0.00,9516.69,41.78117319861422,-87.6498292763393,POINT (-87.6498292763393 41.78117319861422)
14CP136553,P004329402|P004329404|P004329405|P004329406,09/18/2014,POLICE,11/07/2014 01:00:00 PM,2100 W 69TH ST ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.76852295060708,-87.6761178372503,POINT (-87.6761178372503 41.76852295060708)
16CP096086,P005075031|P005075032|P005075033|P005075034|P005075035|P005075036,09/12/2016,POLICE,11/04/2016 01:00:00 PM,5752 S SANGAMON ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.789052162082506,-87.64881515883539,POINT (-87.64881515883539 41.789052162082506)
14CP167000,P004619239|P004619240|P004619241|P004619242|P004619243|P004619244,12/03/2014,POLICE,02/06/2015 09:00:00 AM,5347 S LAFLIN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA NA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.79631890661767,-87.6620689737761,POINT (-87.6620689737761 41.79631890661767)
13CP046265,P004077612|P004077613|P004077614|P004077615|P004077616|P004077617,06/10/2013,POLICE,09/06/2013 09:00:00 AM,2325 W 51ST ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"COUNTRY WIDE HOME LOAN, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.801014691579205,-87.68289710729512,POINT (-87.68289710729512 41.801014691579205)
17CP059640,P005301267|P005301268|P005301269|P005301270|P005301271|P005301272,06/08/2017,POLICE,08/04/2017 09:00:00 AM,6345 S ARTESIAN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.777910365599,-87.68467677859677,POINT (-87.68467677859677 41.777910365599)
14CP167597,P004634037,11/26/2014,POLICE,02/06/2015 09:00:00 AM,4806 S WOLCOTT ,13-12-125  Duty to secure and maintain vacant building.,"US BANK, ",Not liable - City failed to establish prima facie case,3300.00,0.00,74.12,941.88,0.00,4356.00,4312.35,0.00,41.80645126413679,-87.67234950220626,POINT (-87.67234950220626 41.80645126413679)
13CP060771,P004077630|P004077631,07/26/2013,POLICE,09/06/2013 09:00:00 AM,3136 W 54TH ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"JP MORGAN CHASE BANK, ",City non-suit,2200.00,0.00,0.00,0.00,0.00,2240.00,2240.00,0.00,41.79546542958166,-87.70265950879157,POINT (-87.70265950879157 41.79546542958166)
14CP119753,P004454445|P004454446|P004454447|P004454846|P004454847|P004454848,08/14/2014,POLICE,10/03/2014 11:00:00 AM,7945 S OLGESBY ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
17CP003217,P005171816|P005171816|P005171817|P005171817|P005171818|P005171818|P005171819|P005171819|P005171820|P005171820|P005171821|P005171821,12/28/2016,POLICE,02/03/2017 09:00:00 AM,8223 S SAWYER ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.74359242247041,-87.70329460896056,POINT (-87.70329460896056 41.74359242247041)
12CP005100,P003141904|P003141905|P003141906|P003141907|P003141908|P003141909,01/20/2012,POLICE,03/02/2012 09:00:00 AM,844 W 51 PL ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"NATIONWIDE REO LLC C/O PETER DRAVILLAS, ",Default - Liable by prove-up,4300.00,0.00,770.07,1223.88,345.00,6678.95,4457.68,0.00,41.80075776647767,-87.64710216075217,POINT (-87.64710216075217 41.80075776647767)
15CP024926,P004684932|P004684932|P004684933|P004684933|P004684934|P004684934|P004684935|P004684935|P004684936|P004684936|P004684937|P004684937,02/03/2015,POLICE,03/06/2015 11:00:00 AM,10812 S HOXIE ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.69871877836465,-87.56089933556343,POINT (-87.56089933556343 41.69871877836465)
12CP042064,P003219483|P003219485|P003219487,06/15/2012,POLICE,08/03/2012 09:00:00 AM,4136 S ARTESIAN ,13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"ONE WEST BANK FSB, ",Default - Liable by prove-up,1300.00,0.00,1394.66,377.88,0.00,3112.54,0.00,3082.14,41.818188686863266,-87.68611588899537,POINT (-87.68611588899537 41.818188686863266)
16CP013739,P004974152|P004974153|P004974155|P004974156,02/11/2016,POLICE,04/01/2016 09:00:00 AM,5211 S ABERDEEN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"BAYVIEW LOAN SERVICING LLC, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.79927839697338,-87.6524315176747,POINT (-87.6524315176747 41.79927839697338)
19CP020960,P005793579|P005793580|P005793581|P005793582|P005793583|P005793584,03/12/2019,POLICE,05/03/2019 09:00:00 AM,7324 S TALMAN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF NEW YORK MELLON, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.76016408745892,-87.68938450236735,POINT (-87.68938450236735 41.76016408745892)
18CP094275,P005750252|P005750253|P005750254|P005750255|P005750256|P005750257,11/18/2018,POLICE,01/04/2019 09:00:00 AM,6801 S OAKLEY ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"FANNIE MAE, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.77008677281995,-87.68070798081595,POINT (-87.68070798081595 41.77008677281995)
15CP048143,P004719638|P004720175,03/05/2015,POLICE,05/01/2015 09:00:00 AM,7042 S CAMPBELL ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"NATION STAR MORTGAGE LLC, ",City non-suit,1400.00,0.00,0.18,0.00,0.00,1440.18,1440.00,0.00,41.765198845533334,-87.68584963622254,POINT (-87.68584963622254 41.765198845533334)
13CP097533,P004228394,11/19/2013,POLICE,02/07/2014 09:00:00 AM,5048 S HERMITAGE ,13-12-125  Duty to secure and maintain vacant building.,"J P MORGAN CHASE BANK, ",City non-suit,100.00,0.00,0.00,0.00,0.00,140.00,140.00,0.00,41.801657521418,-87.66858311418292,POINT (-87.66858311418292 41.801657521418)
18CP030035,P005562342|P005562343|P005562344|P005562345|P005562346|P005562347,04/11/2018,POLICE,06/01/2018 09:00:00 AM,5211 S HERMITAGE ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"JP MORGAN CHASE BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.79909188433881,-87.6682221713088,POINT (-87.6682221713088 41.79909188433881)
16CP052002,P005033631|P005033632|P005033633|P005033634|P005033635|P005033636,05/03/2016,POLICE,07/01/2016 09:00:00 AM,208 W 61ST ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"CITI MORTGAGE INC, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
16CP004748,P004905239|P004905240|P004905241|P004905242|P004905243|P004905244,12/01/2015,POLICE,02/05/2016 09:00:00 AM,6406 S FAIRFIELD ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"JP MORGAN CHASE BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.77698358815441,-87.69226586939818,POINT (-87.69226586939818 41.77698358815441)
