,Month,DayOfWeek,Hour,District,Crime,Crime Score
17159,5,4,2,12,18,1
17158,5,4,1,12,7,0
17157,5,4,0,12,43,2
5041,2,2,23,12,18,1
5040,2,2,22,12,21,1
5039,2,2,21,12,24,1
5038,2,2,20,12,28,2
5037,2,2,19,12,26,1
5036,2,2,18,12,32,2
5035,2,2,17,12,36,2
5034,2,2,16,12,25,1
5033,2,2,15,12,29,2
5032,2,2,14,12,33,2
17168,5,4,11,12,36,2
17169,5,4,12,12,30,2
17170,5,4,13,12,31,2
286,1,0,22,12,20,1
277,1,0,13,12,19,1
278,1,0,14,12,31,2
279,1,0,15,12,21,1
280,1,0,16,12,34,2
281,1,0,17,12,23,1
282,1,0,18,12,28,2
283,1,0,19,12,35,2
284,1,0,20,12,14,1
285,1,0,21,12,24,1
287,1,0,23,12,12,0
17171,5,4,14,12,25,1
17180,5,4,23,12,39,2
17179,5,4,22,12,34,2
17178,5,4,21,12,31,2
17177,5,4,20,12,32,2
17176,5,4,19,12,38,2
17175,5,4,18,12,22,1
17174,5,4,17,12,30,2
17173,5,4,16,12,27,1
17172,5,4,15,12,33,2
5031,2,2,13,12,21,1
5030,2,2,12,12,24,1
5029,2,2,11,12,18,1
22990,7,1,23,12,19,1
22981,7,1,14,12,24,1
22982,7,1,15,12,31,2
41996,12,2,1,12,14,1
22984,7,1,17,12,23,1
22985,7,1,18,12,40,2
22986,7,1,19,12,39,2
22987,7,1,20,12,40,2
22988,7,1,21,12,30,2
22989,7,1,22,12,36,2
34595,10,2,0,12,40,2
22979,7,1,12,12,38,2
34596,10,2,1,12,11,0
34597,10,2,2,12,9,0
34598,10,2,3,12,12,0
34599,10,2,4,12,9,0
34600,10,2,5,12,9,0
34601,10,2,6,12,10,0
34602,10,2,7,12,16,1
34603,10,2,8,12,25,1
34604,10,2,9,12,29,2
22980,7,1,13,12,31,2
22978,7,1,11,12,19,1
5028,2,2,10,12,26,1
5018,2,2,0,12,25,1
5027,2,2,9,12,29,2
5026,2,2,8,12,14,1
5025,2,2,7,12,13,2
5024,2,2,6,12,6,0
5023,2,2,5,12,5,0
5022,2,2,4,12,8,0
5021,2,2,3,12,7,0
5020,2,2,2,12,8,0
5019,2,2,1,12,5,0
22967,7,1,0,12,53,2
22977,7,1,10,12,24,1
22968,7,1,1,12,13,2
22969,7,1,2,12,6,0
22970,7,1,3,12,11,0
22971,7,1,4,12,11,0
22972,7,1,5,12,8,0
22973,7,1,6,12,13,2
22974,7,1,7,12,9,0
22975,7,1,8,12,26,1
22976,7,1,9,12,20,1
276,1,0,12,12,30,2
44131,12,6,23,12,20,1
44130,12,6,22,12,25,1
28786,8,5,3,12,20,1
28795,8,5,12,12,34,2
28794,8,5,11,12,23,1
28793,8,5,10,12,30,2
28792,8,5,9,12,15,1
28791,8,5,8,12,12,0
28790,8,5,7,12,3,0
28789,8,5,6,12,5,0
28788,8,5,5,12,13,2
28787,8,5,4,12,23,1
28785,8,5,2,12,32,2
28797,8,5,14,12,37,2
28784,8,5,1,12,27,1
28783,8,5,0,12,34,2
264,1,0,0,12,25,1
265,1,0,1,12,12,0
266,1,0,2,12,8,0
267,1,0,3,12,9,0
268,1,0,4,12,2,0
269,1,0,5,12,5,0
270,1,0,6,12,9,0
28796,8,5,13,12,31,2
28798,8,5,15,12,36,2
272,1,0,8,12,20,1
39897,11,5,17,12,28,2
39888,11,5,8,12,15,1
39889,11,5,9,12,15,1
39890,11,5,10,12,20,1
39891,11,5,11,12,19,1
39892,11,5,12,12,39,2
39893,11,5,13,12,20,1
39894,11,5,14,12,25,1
39895,11,5,15,12,45,2
39896,11,5,16,12,30,2
39898,11,5,18,12,41,2
28799,8,5,16,12,39,2
39899,11,5,19,12,28,2
39900,11,5,20,12,44,2
39901,11,5,21,12,29,2
39902,11,5,22,12,30,2
39903,11,5,23,12,27,1
43580,12,5,0,12,32,2
43581,12,5,1,12,32,2
28801,8,5,18,12,27,1
28800,8,5,17,12,24,1
271,1,0,7,12,7,0
273,1,0,9,12,24,1
44129,12,6,21,12,21,1
44118,12,6,10,12,22,1
14527,4,6,8,12,9,0
44110,12,6,2,12,25,1
44111,12,6,3,12,15,1
44112,12,6,4,12,13,2
44113,12,6,5,12,10,0
44114,12,6,6,12,6,0
44115,12,6,7,12,8,0
44116,12,6,8,12,20,1
44117,12,6,9,12,13,2
44119,12,6,11,12,17,1
14525,4,6,6,12,6,0
44120,12,6,12,12,28,2
44121,12,6,13,12,15,1
44122,12,6,14,12,21,1
44123,12,6,15,12,28,2
44124,12,6,16,12,33,2
44125,12,6,17,12,24,1
44126,12,6,18,12,23,1
44127,12,6,19,12,35,2
44128,12,6,20,12,30,2
14526,4,6,7,12,9,0
14524,4,6,5,12,5,0
274,1,0,10,12,22,1
35668,10,4,16,12,29,2
275,1,0,11,12,20,1
29848,9,0,9,12,20,1
29849,9,0,10,12,27,1
29850,9,0,11,12,29,2
29851,9,0,12,12,31,2
29852,9,0,13,12,30,2
35671,10,4,19,12,36,2
35670,10,4,18,12,48,2
35669,10,4,17,12,57,2
35667,10,4,15,12,51,2
14523,4,6,4,12,12,0
35666,10,4,14,12,31,2
35665,10,4,13,12,35,2
35664,10,4,12,12,32,2
35663,10,4,11,12,44,2
35662,10,4,10,12,21,1
14519,4,6,0,12,33,2
14520,4,6,1,12,18,1
14521,4,6,2,12,22,1
14522,4,6,3,12,16,1
41997,12,2,2,12,7,0
28273,8,4,19,12,45,2
28277,8,4,23,12,35,2
37239,11,0,0,12,40,2
25610,7,6,1,12,37,2
25611,7,6,2,12,38,2
25612,7,6,3,12,19,1
25613,7,6,4,12,19,1
25614,7,6,5,12,11,0
25615,7,6,6,12,7,0
25616,7,6,7,12,9,0
25617,7,6,8,12,16,1
25618,7,6,9,12,12,0
25619,7,6,10,12,21,1
25620,7,6,11,12,20,1
25621,7,6,12,12,23,1
25622,7,6,13,12,17,1
25623,7,6,14,12,25,1
25624,7,6,15,12,25,1
25625,7,6,16,12,33,2
25626,7,6,17,12,26,1
25627,7,6,18,12,33,2
25628,7,6,19,12,39,2
25629,7,6,20,12,35,2
25630,7,6,21,12,46,2
25609,7,6,0,12,60,2
30368,9,1,0,12,49,2
30369,9,1,1,12,20,1
30381,9,1,13,12,30,2
30390,9,1,22,12,26,1
30389,9,1,21,12,29,2
30388,9,1,20,12,49,2
30387,9,1,19,12,36,2
30386,9,1,18,12,32,2
30385,9,1,17,12,37,2
30384,9,1,16,12,32,2
30383,9,1,15,12,34,2
30382,9,1,14,12,33,2
30380,9,1,12,12,42,2
30370,9,1,2,12,10,0
30379,9,1,11,12,27,1
30378,9,1,10,12,24,1
30377,9,1,9,12,31,2
30376,9,1,8,12,27,1
30375,9,1,7,12,21,1
30374,9,1,6,12,7,0
30373,9,1,5,12,13,2
30372,9,1,4,12,8,0
30371,9,1,3,12,8,0
25631,7,6,22,12,31,2
25632,7,6,23,12,35,2
11353,4,0,0,12,31,2
1327,1,2,8,12,22,1
14015,4,5,23,12,28,2
1319,1,2,0,12,42,2
1320,1,2,1,12,19,1
1321,1,2,2,12,8,0
1322,1,2,3,12,8,0
1323,1,2,4,12,12,0
1324,1,2,5,12,7,0
1325,1,2,6,12,10,0
1326,1,2,7,12,11,0
1328,1,2,9,12,34,2
14013,4,5,21,12,20,1
1329,1,2,10,12,28,2
1330,1,2,11,12,18,1
1331,1,2,12,12,42,2
1332,1,2,13,12,23,1
1333,1,2,14,12,31,2
1334,1,2,15,12,24,1
1335,1,2,16,12,30,2
1336,1,2,17,12,23,1
1337,1,2,18,12,38,2
14014,4,5,22,12,23,1
11376,4,0,23,12,8,0
11354,4,0,1,12,8,0
11364,4,0,11,12,31,2
11355,4,0,2,12,4,0
11356,4,0,3,12,6,0
11357,4,0,4,12,7,0
11358,4,0,5,12,9,0
11359,4,0,6,12,11,0
11360,4,0,7,12,11,0
11361,4,0,8,12,13,2
11362,4,0,9,12,15,1
11363,4,0,10,12,13,2
11365,4,0,12,12,33,2
11375,4,0,22,12,23,1
11366,4,0,13,12,20,1
11367,4,0,14,12,18,1
11368,4,0,15,12,26,1
11369,4,0,16,12,18,1
11370,4,0,17,12,29,2
11371,4,0,18,12,31,2
11372,4,0,19,12,18,1
11373,4,0,20,12,22,1
11374,4,0,21,12,18,1
30391,9,1,23,12,19,1
37240,11,0,1,12,9,0
1339,1,2,20,12,36,2
37241,11,0,2,12,5,0
27726,8,3,2,12,15,1
27725,8,3,1,12,8,0
27724,8,3,0,12,40,2
2927,1,5,23,12,23,1
2926,1,5,22,12,31,2
2925,1,5,21,12,22,1
2924,1,5,20,12,31,2
2923,1,5,19,12,23,1
2922,1,5,18,12,31,2
2921,1,5,17,12,24,1
2920,1,5,16,12,32,2
2919,1,5,15,12,20,1
2918,1,5,14,12,18,1
2917,1,5,13,12,19,1
2916,1,5,12,12,24,1
2915,1,5,11,12,21,1
2914,1,5,10,12,19,1
2913,1,5,9,12,14,1
2912,1,5,8,12,17,1
2911,1,5,7,12,7,0
2910,1,5,6,12,5,0
15573,5,1,0,12,39,2
15574,5,1,1,12,12,0
15575,5,1,2,12,8,0
15587,5,1,14,12,25,1
15596,5,1,23,12,12,0
15595,5,1,22,12,20,1
15594,5,1,21,12,16,1
15593,5,1,20,12,27,1
15592,5,1,19,12,33,2
15591,5,1,18,12,33,2
15590,5,1,17,12,25,1
15589,5,1,16,12,27,1
15588,5,1,15,12,28,2
15586,5,1,13,12,24,1
15576,5,1,3,12,9,0
15585,5,1,12,12,32,2
15584,5,1,11,12,20,1
15583,5,1,10,12,25,1
15582,5,1,9,12,22,1
15581,5,1,8,12,18,1
15580,5,1,7,12,18,1
15579,5,1,6,12,5,0
15578,5,1,5,12,5,0
15577,5,1,4,12,8,0
2909,1,5,5,12,8,0
2908,1,5,4,12,11,0
2907,1,5,3,12,18,1
37252,11,0,13,12,28,2
37261,11,0,22,12,30,2
37260,11,0,21,12,34,2
37259,11,0,20,12,30,2
37258,11,0,19,12,34,2
37257,11,0,18,12,33,2
37256,11,0,17,12,29,2
37255,11,0,16,12,37,2
37254,11,0,15,12,41,2
37253,11,0,14,12,26,1
37251,11,0,12,12,34,2
14012,4,5,20,12,23,1
37250,11,0,11,12,21,1
37249,11,0,10,12,22,1
37248,11,0,9,12,34,2
37247,11,0,8,12,27,1
37246,11,0,7,12,18,1
37245,11,0,6,12,15,1
37244,11,0,5,12,5,0
37243,11,0,4,12,8,0
37242,11,0,3,12,11,0
37262,11,0,23,12,23,1
14011,4,5,19,12,19,1
2906,1,5,2,12,18,1
13999,4,5,7,12,8,0
2905,1,5,1,12,27,1
2904,1,5,0,12,44,2
13992,4,5,0,12,31,2
13993,4,5,1,12,34,2
13994,4,5,2,12,13,2
13995,4,5,3,12,9,0
13996,4,5,4,12,10,0
13997,4,5,5,12,9,0
13998,4,5,6,12,5,0
14000,4,5,8,12,14,1
14010,4,5,18,12,21,1
14001,4,5,9,12,10,0
14002,4,5,10,12,16,1
14003,4,5,11,12,15,1
14004,4,5,12,12,24,1
14005,4,5,13,12,22,1
14006,4,5,14,12,19,1
14007,4,5,15,12,25,1
14008,4,5,16,12,27,1
14009,4,5,17,12,19,1
1338,1,2,19,12,35,2
15069,5,0,23,12,18,1
28276,8,4,22,12,33,2
1848,1,3,0,12,30,2
26672,8,1,6,12,12,0
26673,8,1,7,12,19,1
26674,8,1,8,12,29,2
26675,8,1,9,12,35,2
26676,8,1,10,12,23,1
26677,8,1,11,12,17,1
26678,8,1,12,12,40,2
26679,8,1,13,12,31,2
26680,8,1,14,12,35,2
26681,8,1,15,12,42,2
26682,8,1,16,12,25,1
26683,8,1,17,12,35,2
26684,8,1,18,12,50,2
26685,8,1,19,12,39,2
26686,8,1,20,12,45,2
26687,8,1,21,12,40,2
26688,8,1,22,12,27,1
26689,8,1,23,12,31,2
11880,4,1,0,12,37,2
11881,4,1,1,12,14,1
11882,4,1,2,12,9,0
26671,8,1,5,12,7,0
26670,8,1,4,12,13,2
26669,8,1,3,12,16,1
29861,9,0,22,12,27,1
35653,10,4,1,12,22,1
35654,10,4,2,12,19,1
35655,10,4,3,12,12,0
35656,10,4,4,12,3,0
35657,10,4,5,12,10,0
35658,10,4,6,12,10,0
35659,10,4,7,12,13,2
35660,10,4,8,12,23,1
29862,9,0,23,12,15,1
29860,9,0,21,12,29,2
26668,8,1,2,12,11,0
29859,9,0,20,12,34,2
29858,9,0,19,12,33,2
29857,9,0,18,12,42,2
29856,9,0,17,12,31,2
29855,9,0,16,12,35,2
29854,9,0,15,12,23,1
29853,9,0,14,12,24,1
26666,8,1,0,12,46,2
26667,8,1,1,12,17,1
11883,4,1,3,12,3,0
11884,4,1,4,12,7,0
11885,4,1,5,12,4,0
36724,10,6,13,12,26,1
36715,10,6,4,12,19,1
36716,10,6,5,12,24,1
36717,10,6,6,12,7,0
36718,10,6,7,12,9,0
36719,10,6,8,12,16,1
36720,10,6,9,12,27,1
36721,10,6,10,12,31,2
36722,10,6,11,12,18,1
36723,10,6,12,12,29,2
36725,10,6,14,12,25,1
36713,10,6,2,12,29,2
36726,10,6,15,12,30,2
36727,10,6,16,12,33,2
36728,10,6,17,12,41,2
36729,10,6,18,12,34,2
36730,10,6,19,12,48,2
36731,10,6,20,12,47,2
36732,10,6,21,12,33,2
36733,10,6,22,12,37,2
36734,10,6,23,12,28,2
36714,10,6,3,12,24,1
36712,10,6,1,12,30,2
11886,4,1,6,12,5,0
11896,4,1,16,12,18,1
11887,4,1,7,12,13,2
11888,4,1,8,12,8,0
11889,4,1,9,12,18,1
11890,4,1,10,12,12,0
11891,4,1,11,12,25,1
11892,4,1,12,12,31,2
11893,4,1,13,12,18,1
11894,4,1,14,12,36,2
11895,4,1,15,12,23,1
11897,4,1,17,12,24,1
36711,10,6,0,12,46,2
11898,4,1,18,12,34,2
11899,4,1,19,12,16,1
11900,4,1,20,12,20,1
11901,4,1,21,12,21,1
11902,4,1,22,12,21,1
11903,4,1,23,12,17,1
1340,1,2,21,12,15,1
1341,1,2,22,12,22,1
1342,1,2,23,12,7,0
35652,10,4,0,12,63,2
1849,1,3,1,12,14,1
15068,5,0,22,12,23,1
1850,1,3,2,12,8,0
2396,1,4,21,12,24,1
2395,1,4,20,12,25,1
2394,1,4,19,12,33,2
2393,1,4,18,12,36,2
2392,1,4,17,12,33,2
2391,1,4,16,12,22,1
2390,1,4,15,12,29,2
2389,1,4,14,12,18,1
2388,1,4,13,12,34,2
2387,1,4,12,12,47,2
2386,1,4,11,12,25,1
2385,1,4,10,12,23,1
2384,1,4,9,12,22,1
2383,1,4,8,12,22,1
2382,1,4,7,12,12,0
2381,1,4,6,12,9,0
2380,1,4,5,12,11,0
2379,1,4,4,12,5,0
2378,1,4,3,12,9,0
2377,1,4,2,12,18,1
2376,1,4,1,12,8,0
2397,1,4,22,12,23,1
2398,1,4,23,12,29,2
15046,5,0,0,12,39,2
15058,5,0,12,12,34,2
15067,5,0,21,12,35,2
15066,5,0,20,12,29,2
15065,5,0,19,12,30,2
15064,5,0,18,12,31,2
15063,5,0,17,12,35,2
15062,5,0,16,12,29,2
15061,5,0,15,12,21,1
15060,5,0,14,12,28,2
15059,5,0,13,12,24,1
15057,5,0,11,12,27,1
15047,5,0,1,12,17,1
15056,5,0,10,12,20,1
15055,5,0,9,12,24,1
15054,5,0,8,12,22,1
15053,5,0,7,12,16,1
15052,5,0,6,12,9,0
15051,5,0,5,12,8,0
15050,5,0,4,12,8,0
15049,5,0,3,12,14,1
15048,5,0,2,12,16,1
2375,1,4,0,12,31,2
26138,8,0,0,12,49,2
26139,8,0,1,12,18,1
1861,1,3,13,12,28,2
1870,1,3,22,12,25,1
1869,1,3,21,12,17,1
1868,1,3,20,12,22,1
1867,1,3,19,12,41,2
1866,1,3,18,12,38,2
1865,1,3,17,12,44,2
1864,1,3,16,12,36,2
1863,1,3,15,12,28,2
1862,1,3,14,12,28,2
1860,1,3,12,12,25,1
41467,12,1,1,12,15,1
1859,1,3,11,12,30,2
1858,1,3,10,12,28,2
1857,1,3,9,12,27,1
1856,1,3,8,12,25,1
1855,1,3,7,12,8,0
1854,1,3,6,12,11,0
1853,1,3,5,12,8,0
1852,1,3,4,12,7,0
1851,1,3,3,12,3,0
1871,1,3,23,12,14,1
41466,12,1,0,12,43,2
26140,8,0,2,12,16,1
26150,8,0,12,12,37,2
26141,8,0,3,12,12,0
26142,8,0,4,12,11,0
26143,8,0,5,12,8,0
26144,8,0,6,12,13,2
26145,8,0,7,12,19,1
26146,8,0,8,12,17,1
26147,8,0,9,12,28,2
26148,8,0,10,12,32,2
26149,8,0,11,12,35,2
26151,8,0,13,12,29,2
26161,8,0,23,12,32,2
26152,8,0,14,12,32,2
26153,8,0,15,12,39,2
26154,8,0,16,12,40,2
26155,8,0,17,12,34,2
26156,8,0,18,12,37,2
26157,8,0,19,12,31,2
26158,8,0,20,12,33,2
26159,8,0,21,12,47,2
26160,8,0,22,12,29,2
27727,8,3,3,12,5,0
27728,8,3,4,12,13,2
27729,8,3,5,12,8,0
793,1,1,2,12,10,0
3961,2,0,0,12,19,1
796,1,1,5,12,11,0
797,1,1,6,12,7,0
798,1,1,7,12,14,1
799,1,1,8,12,19,1
800,1,1,9,12,24,1
801,1,1,10,12,28,2
802,1,1,11,12,25,1
16124,5,2,23,12,25,1
16123,5,2,22,12,31,2
16122,5,2,21,12,26,1
16121,5,2,20,12,30,2
16120,5,2,19,12,32,2
16119,5,2,18,12,38,2
16118,5,2,17,12,32,2
16117,5,2,16,12,29,2
16116,5,2,15,12,25,1
16115,5,2,14,12,26,1
16114,5,2,13,12,29,2
16113,5,2,12,12,34,2
16112,5,2,11,12,30,2
3962,2,0,1,12,7,0
3963,2,0,2,12,9,0
3964,2,0,3,12,7,0
3976,2,0,15,12,22,1
795,1,1,4,12,10,0
3984,2,0,23,12,12,0
3983,2,0,22,12,24,1
3982,2,0,21,12,25,1
3981,2,0,20,12,28,2
3980,2,0,19,12,31,2
3979,2,0,18,12,28,2
3978,2,0,17,12,29,2
3977,2,0,16,12,26,1
3975,2,0,14,12,31,2
3965,2,0,4,12,3,0
3974,2,0,13,12,25,1
3973,2,0,12,12,33,2
3972,2,0,11,12,24,1
3971,2,0,10,12,18,1
3970,2,0,9,12,18,1
3969,2,0,8,12,17,1
3968,2,0,7,12,15,1
3967,2,0,6,12,9,0
3966,2,0,5,12,6,0
16111,5,2,10,12,20,1
42525,12,3,1,12,18,1
42524,12,3,0,12,43,2
24553,7,4,0,12,46,2
30905,9,2,8,12,28,2
30904,9,2,7,12,17,1
30903,9,2,6,12,14,1
30902,9,2,5,12,15,1
30901,9,2,4,12,10,0
30900,9,2,3,12,7,0
30899,9,2,2,12,11,0
30898,9,2,1,12,27,1
30897,9,2,0,12,46,2
24554,7,4,1,12,28,2
30907,9,2,10,12,25,1
24555,7,4,2,12,18,1
24556,7,4,3,12,10,0
24557,7,4,4,12,13,2
24558,7,4,5,12,12,0
24559,7,4,6,12,9,0
24560,7,4,7,12,17,1
24561,7,4,8,12,28,2
24562,7,4,9,12,36,2
24563,7,4,10,12,27,1
30906,9,2,9,12,29,2
30908,9,2,11,12,28,2
16110,5,2,9,12,18,1
30920,9,2,23,12,30,2
16109,5,2,8,12,16,1
16108,5,2,7,12,15,1
16107,5,2,6,12,10,0
16106,5,2,5,12,5,0
16105,5,2,4,12,8,0
16104,5,2,3,12,8,0
16103,5,2,2,12,8,0
16102,5,2,1,12,11,0
16101,5,2,0,12,37,2
30919,9,2,22,12,29,2
30909,9,2,12,12,41,2
30918,9,2,21,12,39,2
30917,9,2,20,12,48,2
30916,9,2,19,12,39,2
30915,9,2,18,12,49,2
30914,9,2,17,12,36,2
30913,9,2,16,12,47,2
30912,9,2,15,12,39,2
30911,9,2,14,12,37,2
30910,9,2,13,12,30,2
794,1,1,3,12,11,0
792,1,1,1,12,7,0
27730,8,3,6,12,14,1
791,1,1,0,12,24,1
28263,8,4,9,12,32,2
28262,8,4,8,12,17,1
28261,8,4,7,12,22,1
28260,8,4,6,12,13,2
28259,8,4,5,12,9,0
28258,8,4,4,12,13,2
28257,8,4,3,12,14,1
28256,8,4,2,12,17,1
28255,8,4,1,12,27,1
28254,8,4,0,12,44,2
10297,3,5,0,12,22,1
10298,3,5,1,12,29,2
10299,3,5,2,12,12,0
10300,3,5,3,12,11,0
10301,3,5,4,12,10,0
10302,3,5,5,12,8,0
10303,3,5,6,12,9,0
10304,3,5,7,12,8,0
10305,3,5,8,12,10,0
10306,3,5,9,12,13,2
10307,3,5,10,12,25,1
28264,8,4,10,12,29,2
28265,8,4,11,12,29,2
28266,8,4,12,12,31,2
24043,7,3,19,12,24,1
28275,8,4,21,12,31,2
24035,7,3,11,12,36,2
24036,7,3,12,12,22,1
24037,7,3,13,12,27,1
24038,7,3,14,12,39,2
24039,7,3,15,12,40,2
24040,7,3,16,12,26,1
24041,7,3,17,12,28,2
24042,7,3,18,12,43,2
24044,7,3,20,12,31,2
28267,8,4,13,12,21,1
24045,7,3,21,12,28,2
24046,7,3,22,12,28,2
24047,7,3,23,12,30,2
28274,8,4,20,12,42,2
28272,8,4,18,12,38,2
28271,8,4,17,12,29,2
28270,8,4,16,12,31,2
28269,8,4,15,12,41,2
28268,8,4,14,12,28,2
10308,3,5,11,12,16,1
10309,3,5,12,12,21,1
10310,3,5,13,12,22,1
27203,8,2,8,12,19,1
29326,8,6,15,12,32,2
29327,8,6,16,12,28,2
29328,8,6,17,12,30,2
29329,8,6,18,12,43,2
29330,8,6,19,12,29,2
29331,8,6,20,12,30,2
29332,8,6,21,12,33,2
29333,8,6,22,12,31,2
29334,8,6,23,12,24,1
27204,8,2,9,12,26,1
29324,8,6,13,12,13,2
27205,8,2,10,12,29,2
27206,8,2,11,12,25,1
27207,8,2,12,12,25,1
27208,8,2,13,12,39,2
27209,8,2,14,12,28,2
27210,8,2,15,12,34,2
27211,8,2,16,12,38,2
27212,8,2,17,12,34,2
41995,12,2,0,12,51,2
29325,8,6,14,12,30,2
29323,8,6,12,12,31,2
10311,3,5,14,12,15,1
29311,8,6,0,12,51,2
10312,3,5,15,12,36,2
10313,3,5,16,12,20,1
10314,3,5,17,12,22,1
10315,3,5,18,12,28,2
10316,3,5,19,12,23,1
10317,3,5,20,12,24,1
10318,3,5,21,12,24,1
10319,3,5,22,12,26,1
10320,3,5,23,12,19,1
29312,8,6,1,12,21,1
29322,8,6,11,12,26,1
29313,8,6,2,12,29,2
29314,8,6,3,12,29,2
29315,8,6,4,12,15,1
29316,8,6,5,12,19,1
29317,8,6,6,12,3,0
29318,8,6,7,12,15,1
29319,8,6,8,12,9,0
29320,8,6,9,12,12,0
29321,8,6,10,12,23,1
24564,7,4,11,12,24,1
24565,7,4,12,12,43,2
24566,7,4,13,12,33,2
24567,7,4,14,12,24,1
10845,3,6,20,12,24,1
10846,3,6,21,12,16,1
10847,3,6,22,12,13,2
10848,3,6,23,12,10,0
40938,12,0,1,12,14,1
40939,12,0,2,12,10,0
40940,12,0,3,12,6,0
40941,12,0,4,12,7,0
40942,12,0,5,12,10,0
40943,12,0,6,12,11,0
40944,12,0,7,12,13,2
40945,12,0,8,12,22,1
40946,12,0,9,12,26,1
40947,12,0,10,12,33,2
40948,12,0,11,12,22,1
40949,12,0,12,12,48,2
40950,12,0,13,12,37,2
40951,12,0,14,12,41,2
40952,12,0,15,12,38,2
40953,12,0,16,12,23,1
40954,12,0,17,12,38,2
10844,3,6,19,12,35,2
10843,3,6,18,12,27,1
10842,3,6,17,12,33,2
10830,3,6,5,12,6,0
25101,7,5,20,12,33,2
25102,7,5,21,12,49,2
25103,7,5,22,12,35,2
25104,7,5,23,12,43,2
10825,3,6,0,12,41,2
10826,3,6,1,12,23,1
10827,3,6,2,12,23,1
10828,3,6,3,12,29,2
10829,3,6,4,12,17,1
10831,3,6,6,12,9,0
10841,3,6,16,12,16,1
10832,3,6,7,12,3,0
10833,3,6,8,12,11,0
10834,3,6,9,12,15,1
10835,3,6,10,12,16,1
10836,3,6,11,12,21,1
10837,3,6,12,12,25,1
10838,3,6,13,12,26,1
10839,3,6,14,12,19,1
10840,3,6,15,12,23,1
40955,12,0,18,12,39,2
40956,12,0,19,12,35,2
40957,12,0,20,12,24,1
27740,8,3,16,12,20,1
12411,4,2,1,12,10,0
12410,4,2,0,12,31,2
27747,8,3,23,12,22,1
27746,8,3,22,12,26,1
27745,8,3,21,12,33,2
27744,8,3,20,12,36,2
27743,8,3,19,12,32,2
27742,8,3,18,12,31,2
27741,8,3,17,12,48,2
27739,8,3,15,12,32,2
12413,4,2,3,12,3,0
27738,8,3,14,12,27,1
27737,8,3,13,12,27,1
21909,6,6,0,12,59,2
27736,8,3,12,12,41,2
27735,8,3,11,12,27,1
27734,8,3,10,12,29,2
27733,8,3,9,12,20,1
27732,8,3,8,12,22,1
27731,8,3,7,12,15,1
12412,4,2,2,12,8,0
12414,4,2,4,12,5,0
40958,12,0,21,12,25,1
12426,4,2,16,12,22,1
40959,12,0,22,12,25,1
40960,12,0,23,12,18,1
12433,4,2,23,12,14,1
12432,4,2,22,12,21,1
12431,4,2,21,12,21,1
12430,4,2,20,12,18,1
12429,4,2,19,12,23,1
12428,4,2,18,12,27,1
12427,4,2,17,12,22,1
12425,4,2,15,12,26,1
12415,4,2,5,12,5,0
12424,4,2,14,12,20,1
12423,4,2,13,12,25,1
12422,4,2,12,12,33,2
12421,4,2,11,12,18,1
12420,4,2,10,12,26,1
12419,4,2,9,12,20,1
12418,4,2,8,12,21,1
12417,4,2,7,12,15,1
12416,4,2,6,12,7,0
25100,7,5,19,12,27,1
25099,7,5,18,12,27,1
25098,7,5,17,12,26,1
803,1,1,12,12,45,2
35139,10,3,15,12,29,2
35140,10,3,16,12,32,2
35141,10,3,17,12,37,2
35142,10,3,18,12,34,2
35143,10,3,19,12,50,2
35144,10,3,20,12,38,2
35145,10,3,21,12,40,2
35146,10,3,22,12,24,1
35147,10,3,23,12,21,1
804,1,1,13,12,26,1
35137,10,3,13,12,23,1
805,1,1,14,12,32,2
806,1,1,15,12,22,1
807,1,1,16,12,23,1
808,1,1,17,12,41,2
809,1,1,18,12,27,1
810,1,1,19,12,33,2
811,1,1,20,12,33,2
812,1,1,21,12,19,1
813,1,1,22,12,27,1
35138,10,3,14,12,30,2
35136,10,3,12,12,46,2
27213,8,2,18,12,39,2
35124,10,3,0,12,44,2
24568,7,4,15,12,40,2
24569,7,4,16,12,35,2
24570,7,4,17,12,35,2
24571,7,4,18,12,36,2
24572,7,4,19,12,44,2
24573,7,4,20,12,28,2
24574,7,4,21,12,40,2
24575,7,4,22,12,39,2
24576,7,4,23,12,30,2
35125,10,3,1,12,16,1
35135,10,3,11,12,31,2
35126,10,3,2,12,19,1
35127,10,3,3,12,10,0
35128,10,3,4,12,11,0
35129,10,3,5,12,9,0
35130,10,3,6,12,7,0
35131,10,3,7,12,25,1
35132,10,3,8,12,14,1
35133,10,3,9,12,27,1
35134,10,3,10,12,36,2
814,1,1,23,12,20,1
27214,8,2,19,12,38,2
25097,7,5,16,12,31,2
25086,7,5,5,12,23,1
3434,1,6,2,12,14,1
3433,1,6,1,12,17,1
3432,1,6,0,12,24,1
40937,12,0,0,12,23,1
25081,7,5,0,12,52,2
25082,7,5,1,12,21,1
25083,7,5,2,12,27,1
25084,7,5,3,12,20,1
25085,7,5,4,12,13,2
25087,7,5,6,12,13,2
3436,1,6,4,12,10,0
25088,7,5,7,12,16,1
25089,7,5,8,12,18,1
25090,7,5,9,12,21,1
25091,7,5,10,12,27,1
25092,7,5,11,12,30,2
25093,7,5,12,12,30,2
25094,7,5,13,12,24,1
25095,7,5,14,12,29,2
25096,7,5,15,12,25,1
3435,1,6,3,12,16,1
3437,1,6,5,12,8,0
