,Month,DayOfWeek,Hour,District,Crime,Crime Score
17238,5,4,9,16,23,1
23579,7,2,12,16,16,1
23578,7,2,11,16,24,1
23577,7,2,10,16,13,2
23576,7,2,9,16,31,2
23575,7,2,8,16,21,1
23574,7,2,7,16,13,2
23573,7,2,6,16,8,0
23572,7,2,5,16,4,0
23571,7,2,4,16,7,0
23570,7,2,3,16,8,0
23569,7,2,2,16,15,1
23568,7,2,1,16,11,0
23567,7,2,0,16,35,2
5113,2,2,23,16,14,1
5112,2,2,22,16,9,0
5111,2,2,21,16,18,1
5110,2,2,20,16,9,0
23580,7,2,13,16,15,1
23581,7,2,14,16,13,2
23582,7,2,15,16,29,2
17230,5,4,1,16,7,0
17237,5,4,8,16,12,0
17236,5,4,7,16,12,0
17235,5,4,6,16,9,0
17234,5,4,5,16,7,0
17233,5,4,4,16,2,0
17232,5,4,3,16,11,0
17231,5,4,2,16,12,0
17229,5,4,0,16,34,2
23583,7,2,16,16,19,1
23590,7,2,23,16,23,1
23589,7,2,22,16,22,1
23588,7,2,21,16,19,1
23587,7,2,20,16,22,1
23586,7,2,19,16,21,1
23585,7,2,18,16,20,1
23584,7,2,17,16,23,1
39973,11,5,21,16,23,1
39971,11,5,19,16,14,1
4037,2,0,4,16,6,0
39953,11,5,1,16,14,1
24111,7,3,15,16,22,1
24110,7,3,14,16,19,1
24109,7,3,13,16,20,1
24108,7,3,12,16,27,1
24107,7,3,11,16,19,1
24106,7,3,10,16,11,0
24105,7,3,9,16,21,1
24104,7,3,8,16,9,0
24103,7,3,7,16,12,0
24102,7,3,6,16,9,0
24101,7,3,5,16,11,0
24100,7,3,4,16,11,0
24099,7,3,3,16,8,0
24098,7,3,2,16,8,0
24097,7,3,1,16,9,0
24096,7,3,0,16,34,2
37840,11,1,0,16,37,2
24112,7,3,16,16,28,2
24113,7,3,17,16,14,1
24114,7,3,18,16,25,1
4046,2,0,13,16,19,1
4039,2,0,6,16,9,0
4040,2,0,7,16,11,0
4041,2,0,8,16,13,2
4042,2,0,9,16,21,1
4043,2,0,10,16,17,1
4044,2,0,11,16,15,1
4045,2,0,12,16,35,2
4047,2,0,14,16,15,1
24115,7,3,19,16,19,1
24119,7,3,23,16,28,2
24118,7,3,22,16,22,1
37843,11,1,3,16,11,0
37842,11,1,2,16,11,0
37841,11,1,1,16,10,0
24117,7,3,21,16,20,1
24116,7,3,20,16,13,2
39952,11,5,0,16,20,1
39954,11,5,2,16,15,1
39970,11,5,18,16,14,1
39955,11,5,3,16,14,1
4054,2,0,21,16,12,0
4055,2,0,22,16,13,2
4056,2,0,23,16,18,1
44181,12,6,1,16,15,1
44180,12,6,0,16,41,2
39958,11,5,6,16,7,0
39959,11,5,7,16,14,1
39960,11,5,8,16,13,2
39961,11,5,9,16,6,0
39962,11,5,10,16,13,2
39963,11,5,11,16,17,1
39964,11,5,12,16,23,1
39965,11,5,13,16,14,1
39966,11,5,14,16,16,1
39967,11,5,15,16,17,1
39968,11,5,16,16,24,1
39969,11,5,17,16,16,1
4053,2,0,20,16,13,2
4052,2,0,19,16,17,1
4051,2,0,18,16,11,0
30986,9,2,17,16,29,2
39956,11,5,4,16,8,0
39957,11,5,5,16,7,0
30981,9,2,12,16,29,2
30982,9,2,13,16,22,1
30983,9,2,14,16,23,1
30984,9,2,15,16,16,1
30985,9,2,16,16,20,1
30987,9,2,18,16,24,1
4050,2,0,17,16,16,1
30988,9,2,19,16,20,1
30989,9,2,20,16,27,1
30990,9,2,21,16,25,1
30991,9,2,22,16,16,1
30992,9,2,23,16,18,1
4048,2,0,15,16,23,1
4049,2,0,16,16,19,1
5109,2,2,19,16,17,1
5108,2,2,18,16,21,1
5107,2,2,17,16,18,1
4569,2,1,7,16,12,0
23052,7,1,13,16,20,1
23053,7,1,14,16,19,1
23054,7,1,15,16,29,2
23055,7,1,16,16,18,1
23056,7,1,17,16,20,1
23057,7,1,18,16,15,1
23058,7,1,19,16,17,1
23059,7,1,20,16,28,2
23060,7,1,21,16,15,1
23061,7,1,22,16,16,1
23062,7,1,23,16,17,1
4562,2,1,0,16,21,1
4563,2,1,1,16,11,0
4564,2,1,2,16,7,0
4565,2,1,3,16,4,0
4566,2,1,4,16,1,0
4567,2,1,5,16,10,0
23051,7,1,12,16,29,2
23050,7,1,11,16,20,1
23049,7,1,10,16,23,1
23039,7,1,0,16,24,1
9848,3,4,6,16,9,0
9847,3,4,5,16,9,0
9846,3,4,4,16,6,0
9845,3,4,3,16,10,0
9844,3,4,2,16,9,0
9843,3,4,1,16,17,1
9842,3,4,0,16,21,1
23040,7,1,1,16,8,0
23048,7,1,9,16,27,1
23041,7,1,2,16,11,0
23042,7,1,3,16,10,0
23043,7,1,4,16,10,0
23044,7,1,5,16,4,0
23045,7,1,6,16,8,0
23046,7,1,7,16,10,0
23047,7,1,8,16,16,1
4568,2,1,6,16,16,1
4570,2,1,8,16,21,1
5106,2,2,16,16,14,1
4571,2,1,9,16,17,1
34684,10,2,17,16,21,1
34683,10,2,16,16,10,0
34682,10,2,15,16,24,1
34681,10,2,14,16,26,1
34680,10,2,13,16,13,2
34679,10,2,12,16,30,2
34678,10,2,11,16,18,1
34677,10,2,10,16,19,1
34676,10,2,9,16,19,1
34675,10,2,8,16,14,1
34674,10,2,7,16,11,0
34673,10,2,6,16,8,0
34672,10,2,5,16,9,0
34671,10,2,4,16,10,0
34670,10,2,3,16,11,0
34669,10,2,2,16,8,0
34668,10,2,1,16,7,0
34685,10,2,18,16,21,1
34686,10,2,19,16,27,1
34687,10,2,20,16,21,1
4579,2,1,17,16,13,2
4572,2,1,10,16,17,1
4573,2,1,11,16,17,1
4574,2,1,12,16,26,1
4575,2,1,13,16,12,0
4576,2,1,14,16,15,1
4577,2,1,15,16,18,1
4578,2,1,16,16,19,1
4580,2,1,18,16,10,0
34688,10,2,21,16,13,2
4581,2,1,19,16,17,1
4582,2,1,20,16,18,1
4583,2,1,21,16,10,0
4584,2,1,22,16,13,2
4585,2,1,23,16,11,0
34690,10,2,23,16,15,1
34689,10,2,22,16,13,2
9849,3,4,7,16,10,0
9850,3,4,8,16,15,1
9851,3,4,9,16,25,1
9852,3,4,10,16,16,1
16702,5,3,1,16,6,0
16703,5,3,2,16,10,0
16704,5,3,3,16,7,0
16705,5,3,4,16,8,0
16706,5,3,5,16,5,0
16707,5,3,6,16,8,0
16708,5,3,7,16,11,0
16709,5,3,8,16,18,1
16710,5,3,9,16,15,1
16711,5,3,10,16,18,1
16712,5,3,11,16,13,2
16713,5,3,12,16,29,2
16714,5,3,13,16,25,1
16715,5,3,14,16,19,1
16716,5,3,15,16,19,1
16717,5,3,16,16,11,0
16718,5,3,17,16,12,0
16701,5,3,0,16,32,2
31519,9,3,21,16,28,2
31520,9,3,22,16,11,0
5098,2,2,8,16,12,0
5105,2,2,15,16,24,1
5104,2,2,14,16,17,1
5103,2,2,13,16,17,1
5102,2,2,12,16,27,1
5101,2,2,11,16,14,1
5100,2,2,10,16,18,1
5099,2,2,9,16,21,1
5097,2,2,7,16,12,0
31521,9,3,23,16,17,1
5096,2,2,6,16,12,0
5095,2,2,5,16,6,0
5094,2,2,4,16,4,0
5093,2,2,3,16,7,0
5092,2,2,2,16,4,0
5091,2,2,1,16,7,0
5090,2,2,0,16,22,1
16719,5,3,18,16,16,1
16720,5,3,19,16,16,1
16721,5,3,20,16,19,1
9861,3,4,19,16,13,2
31500,9,3,2,16,10,0
31499,9,3,1,16,9,0
31498,9,3,0,16,32,2
9865,3,4,23,16,10,0
9864,3,4,22,16,15,1
9863,3,4,21,16,14,1
9862,3,4,20,16,13,2
9860,3,4,18,16,14,1
31502,9,3,4,16,11,0
9859,3,4,17,16,17,1
9858,3,4,16,16,16,1
9857,3,4,15,16,20,1
9856,3,4,14,16,16,1
9855,3,4,13,16,16,1
9854,3,4,12,16,32,2
9853,3,4,11,16,11,0
31501,9,3,3,16,15,1
31503,9,3,5,16,9,0
16722,5,3,21,16,17,1
31513,9,3,15,16,27,1
16723,5,3,22,16,11,0
16724,5,3,23,16,15,1
31518,9,3,20,16,24,1
31517,9,3,19,16,17,1
31516,9,3,18,16,20,1
31515,9,3,17,16,21,1
31514,9,3,16,16,24,1
31512,9,3,14,16,20,1
31504,9,3,6,16,7,0
31511,9,3,13,16,18,1
31510,9,3,12,16,29,2
31509,9,3,11,16,22,1
31508,9,3,10,16,22,1
31507,9,3,9,16,22,1
31506,9,3,8,16,14,1
31505,9,3,7,16,8,0
4038,2,0,5,16,8,0
4036,2,0,3,16,7,0
17770,5,5,13,16,14,1
44195,12,6,15,16,11,0
3518,1,6,14,16,16,1
3519,1,6,15,16,15,1
3520,1,6,16,16,17,1
3521,1,6,17,16,20,1
3522,1,6,18,16,18,1
3523,1,6,19,16,19,1
3524,1,6,20,16,20,1
3525,1,6,21,16,21,1
3526,1,6,22,16,13,2
3527,1,6,23,16,13,2
44203,12,6,23,16,11,0
44202,12,6,22,16,22,1
44201,12,6,21,16,19,1
44200,12,6,20,16,22,1
44199,12,6,19,16,17,1
44198,12,6,18,16,18,1
44197,12,6,17,16,19,1
3517,1,6,13,16,15,1
3516,1,6,12,16,20,1
3515,1,6,11,16,16,1
3505,1,6,1,16,10,0
5622,2,3,5,16,5,0
5621,2,3,4,16,5,0
5620,2,3,3,16,7,0
5619,2,3,2,16,9,0
5618,2,3,1,16,8,0
5617,2,3,0,16,17,1
3504,1,6,0,16,31,2
3506,1,6,2,16,7,0
3514,1,6,10,16,17,1
3507,1,6,3,16,12,0
3508,1,6,4,16,10,0
3509,1,6,5,16,7,0
3510,1,6,6,16,9,0
3511,1,6,7,16,15,1
3512,1,6,8,16,12,0
3513,1,6,9,16,15,1
44196,12,6,16,16,16,1
44194,12,6,14,16,23,1
5624,2,3,7,16,4,0
44193,12,6,13,16,16,1
24629,7,4,4,16,10,0
24628,7,4,3,16,9,0
24627,7,4,2,16,17,1
24626,7,4,1,16,13,2
24625,7,4,0,16,43,2
32036,9,4,10,16,17,1
32035,9,4,9,16,20,1
32034,9,4,8,16,21,1
32033,9,4,7,16,20,1
32032,9,4,6,16,15,1
32031,9,4,5,16,4,0
32030,9,4,4,16,6,0
32029,9,4,3,16,12,0
32028,9,4,2,16,11,0
32027,9,4,1,16,16,1
32026,9,4,0,16,38,2
9314,3,3,0,16,21,1
24630,7,4,5,16,6,0
24631,7,4,6,16,4,0
24632,7,4,7,16,14,1
24642,7,4,17,16,21,1
44192,12,6,12,16,32,2
24648,7,4,23,16,12,0
24647,7,4,22,16,27,1
24646,7,4,21,16,23,1
24645,7,4,20,16,19,1
24644,7,4,19,16,25,1
24643,7,4,18,16,26,1
24641,7,4,16,16,20,1
24633,7,4,8,16,14,1
24640,7,4,15,16,26,1
24639,7,4,14,16,28,2
24638,7,4,13,16,22,1
24637,7,4,12,16,32,2
24636,7,4,11,16,24,1
15119,5,0,1,16,14,1
24634,7,4,9,16,24,1
5623,2,3,6,16,12,0
5625,2,3,8,16,16,1
4035,2,0,2,16,9,0
21982,6,6,1,16,8,0
25162,7,5,9,16,17,1
25161,7,5,8,16,13,2
25160,7,5,7,16,11,0
25159,7,5,6,16,10,0
25158,7,5,5,16,8,0
25157,7,5,4,16,12,0
25156,7,5,3,16,17,1
25155,7,5,2,16,12,0
25154,7,5,1,16,11,0
25153,7,5,0,16,35,2
17763,5,5,6,16,4,0
17762,5,5,5,16,9,0
17761,5,5,4,16,6,0
17760,5,5,3,16,11,0
17759,5,5,2,16,11,0
17758,5,5,1,16,14,1
17757,5,5,0,16,35,2
25163,7,5,10,16,19,1
25164,7,5,11,16,20,1
25165,7,5,12,16,30,2
25175,7,5,22,16,29,2
17769,5,5,12,16,19,1
17768,5,5,11,16,17,1
17767,5,5,10,16,16,1
17766,5,5,9,16,12,0
17765,5,5,8,16,15,1
17764,5,5,7,16,13,2
25176,7,5,23,16,20,1
25174,7,5,21,16,20,1
25166,7,5,13,16,9,0
25173,7,5,20,16,29,2
25172,7,5,19,16,14,1
25171,7,5,18,16,12,0
25170,7,5,17,16,17,1
25169,7,5,16,16,14,1
25168,7,5,15,16,10,0
25167,7,5,14,16,22,1
21981,6,6,0,16,35,2
21983,6,6,2,16,5,0
5626,2,3,9,16,21,1
21984,6,6,3,16,17,1
43653,12,5,2,16,16,1
43652,12,5,1,16,12,0
43651,12,5,0,16,29,2
5640,2,3,23,16,8,0
5639,2,3,22,16,10,0
5638,2,3,21,16,20,1
5637,2,3,20,16,17,1
5636,2,3,19,16,15,1
5635,2,3,18,16,26,1
5634,2,3,17,16,25,1
5633,2,3,16,16,13,2
5632,2,3,15,16,24,1
5631,2,3,14,16,25,1
5630,2,3,13,16,10,0
5629,2,3,12,16,22,1
5628,2,3,11,16,21,1
5627,2,3,10,16,13,2
22004,6,6,23,16,17,1
22003,6,6,22,16,20,1
22002,6,6,21,16,21,1
21992,6,6,11,16,17,1
21985,6,6,4,16,10,0
21986,6,6,5,16,6,0
21987,6,6,6,16,8,0
21988,6,6,7,16,11,0
21989,6,6,8,16,10,0
21990,6,6,9,16,16,1
21991,6,6,10,16,15,1
21993,6,6,12,16,25,1
22001,6,6,20,16,22,1
21994,6,6,13,16,16,1
21995,6,6,14,16,24,1
21996,6,6,15,16,18,1
21997,6,6,16,16,16,1
21998,6,6,17,16,26,1
21999,6,6,18,16,27,1
22000,6,6,19,16,13,2
9315,3,3,1,16,8,0
9316,3,3,2,16,16,1
9317,3,3,3,16,10,0
10386,3,5,17,16,13,2
37323,11,0,12,16,31,2
37324,11,0,13,16,24,1
37325,11,0,14,16,18,1
37326,11,0,15,16,22,1
37327,11,0,16,16,16,1
37328,11,0,17,16,25,1
37329,11,0,18,16,17,1
37330,11,0,19,16,19,1
37331,11,0,20,16,23,1
37332,11,0,21,16,21,1
37333,11,0,22,16,18,1
37334,11,0,23,16,17,1
10392,3,5,23,16,16,1
10391,3,5,22,16,15,1
10390,3,5,21,16,17,1
10389,3,5,20,16,19,1
10388,3,5,19,16,8,0
37322,11,0,11,16,15,1
37321,11,0,10,16,26,1
37320,11,0,9,16,29,2
16196,5,2,23,16,14,1
16189,5,2,16,16,14,1
16190,5,2,17,16,16,1
16191,5,2,18,16,27,1
16192,5,2,19,16,21,1
16193,5,2,20,16,16,1
16194,5,2,21,16,15,1
16195,5,2,22,16,20,1
37311,11,0,0,16,47,2
37319,11,0,8,16,19,1
37312,11,0,1,16,11,0
37313,11,0,2,16,5,0
37314,11,0,3,16,7,0
37315,11,0,4,16,6,0
37316,11,0,5,16,14,1
37317,11,0,6,16,9,0
37318,11,0,7,16,18,1
10387,3,5,18,16,11,0
10385,3,5,16,16,14,1
9318,3,3,4,16,6,0
10384,3,5,15,16,19,1
37858,11,1,18,16,17,1
37857,11,1,17,16,18,1
37856,11,1,16,16,18,1
37855,11,1,15,16,26,1
37854,11,1,14,16,23,1
37853,11,1,13,16,25,1
37852,11,1,12,16,35,2
37851,11,1,11,16,20,1
37850,11,1,10,16,22,1
37849,11,1,9,16,37,2
37848,11,1,8,16,17,1
37847,11,1,7,16,14,1
37846,11,1,6,16,13,2
37845,11,1,5,16,11,0
37844,11,1,4,16,12,0
4033,2,0,0,16,31,2
4034,2,0,1,16,10,0
37859,11,1,19,16,14,1
37860,11,1,20,16,25,1
37861,11,1,21,16,15,1
10376,3,5,7,16,5,0
10383,3,5,14,16,15,1
10382,3,5,13,16,12,0
10381,3,5,12,16,23,1
10380,3,5,11,16,11,0
10379,3,5,10,16,20,1
10378,3,5,9,16,14,1
10377,3,5,8,16,13,2
10375,3,5,6,16,11,0
37862,11,1,22,16,18,1
10374,3,5,5,16,10,0
10373,3,5,4,16,6,0
10372,3,5,3,16,7,0
10371,3,5,2,16,8,0
10370,3,5,1,16,9,0
10369,3,5,0,16,21,1
37863,11,1,23,16,15,1
16188,5,2,15,16,28,2
16187,5,2,14,16,21,1
16186,5,2,13,16,12,0
16185,5,2,12,16,25,1
30974,9,2,5,16,4,0
30975,9,2,6,16,8,0
30976,9,2,7,16,11,0
30977,9,2,8,16,13,2
30978,9,2,9,16,25,1
30979,9,2,10,16,27,1
30980,9,2,11,16,17,1
44191,12,6,11,16,9,0
44190,12,6,10,16,12,0
44189,12,6,9,16,21,1
44188,12,6,8,16,10,0
44187,12,6,7,16,12,0
44186,12,6,6,16,10,0
44185,12,6,5,16,7,0
44184,12,6,4,16,11,0
44183,12,6,3,16,12,0
44182,12,6,2,16,16,1
30973,9,2,4,16,5,0
30972,9,2,3,16,9,0
30971,9,2,2,16,10,0
9326,3,3,12,16,21,1
9319,3,3,5,16,9,0
9320,3,3,6,16,12,0
9321,3,3,7,16,15,1
9322,3,3,8,16,17,1
9323,3,3,9,16,15,1
9324,3,3,10,16,17,1
9325,3,3,11,16,18,1
9327,3,3,13,16,14,1
30970,9,2,1,16,18,1
9328,3,3,14,16,19,1
9329,3,3,15,16,21,1
22510,7,0,0,16,26,1
22511,7,0,1,16,12,0
22512,7,0,2,16,8,0
22513,7,0,3,16,6,0
30969,9,2,0,16,40,2
22514,7,0,4,16,11,0
22515,7,0,5,16,7,0
22516,7,0,6,16,9,0
16176,5,2,3,16,10,0
9334,3,3,20,16,12,0
9335,3,3,21,16,14,1
9336,3,3,22,16,6,0
9337,3,3,23,16,21,1
16173,5,2,0,16,18,1
16174,5,2,1,16,8,0
16175,5,2,2,16,5,0
16177,5,2,4,16,3,0
9332,3,3,18,16,15,1
16178,5,2,5,16,5,0
16179,5,2,6,16,6,0
16180,5,2,7,16,9,0
16181,5,2,8,16,14,1
16182,5,2,9,16,23,1
16183,5,2,10,16,26,1
16184,5,2,11,16,15,1
9333,3,3,19,16,18,1
9331,3,3,17,16,22,1
22517,7,0,7,16,14,1
22525,7,0,15,16,15,1
22518,7,0,8,16,16,1
22519,7,0,9,16,20,1
22520,7,0,10,16,17,1
22521,7,0,11,16,17,1
22522,7,0,12,16,29,2
22523,7,0,13,16,15,1
22524,7,0,14,16,29,2
22526,7,0,16,16,23,1
9330,3,3,16,16,19,1
22527,7,0,17,16,18,1
22528,7,0,18,16,17,1
22529,7,0,19,16,22,1
22530,7,0,20,16,18,1
22531,7,0,21,16,13,2
22532,7,0,22,16,18,1
22533,7,0,23,16,18,1
15120,5,0,2,16,10,0
32562,9,5,7,16,7,0
15118,5,0,0,16,28,2
8259,3,1,3,16,7,0
8261,3,1,5,16,3,0
8262,3,1,6,16,7,0
8263,3,1,7,16,12,0
8264,3,1,8,16,20,1
8265,3,1,9,16,39,2
8266,3,1,10,16,19,1
8267,3,1,11,16,24,1
8268,3,1,12,16,29,2
8269,3,1,13,16,18,1
8270,3,1,14,16,15,1
8271,3,1,15,16,22,1
8272,3,1,16,16,23,1
8273,3,1,17,16,27,1
8274,3,1,18,16,21,1
8275,3,1,19,16,16,1
8276,3,1,20,16,16,1
863,1,1,0,16,32,2
8260,3,1,4,16,9,0
8258,3,1,2,16,13,2
29389,8,6,6,16,6,0
8257,3,1,1,16,11,0
29391,8,6,8,16,14,1
29392,8,6,9,16,21,1
29393,8,6,10,16,13,2
29394,8,6,11,16,21,1
29395,8,6,12,16,17,1
29396,8,6,13,16,19,1
29397,8,6,14,16,17,1
29398,8,6,15,16,19,1
29399,8,6,16,16,23,1
29400,8,6,17,16,13,2
29401,8,6,18,16,24,1
29402,8,6,19,16,18,1
29403,8,6,20,16,21,1
29404,8,6,21,16,23,1
29405,8,6,22,16,21,1
29406,8,6,23,16,15,1
8256,3,1,0,16,34,2
864,1,1,1,16,3,0
865,1,1,2,16,5,0
866,1,1,3,16,4,0
867,1,1,4,16,7,0
18833,6,0,20,16,19,1
18832,6,0,19,16,19,1
18831,6,0,18,16,20,1
18830,6,0,17,16,15,1
18829,6,0,16,16,22,1
18828,6,0,15,16,24,1
18827,6,0,14,16,18,1
18826,6,0,13,16,23,1
18825,6,0,12,16,32,2
18824,6,0,11,16,12,0
18823,6,0,10,16,24,1
18822,6,0,9,16,20,1
18821,6,0,8,16,17,1
18820,6,0,7,16,10,0
18819,6,0,6,16,10,0
18818,6,0,5,16,2,0
18817,6,0,4,16,7,0
18834,6,0,21,16,15,1
18835,6,0,22,16,11,0
18836,6,0,23,16,12,0
875,1,1,12,16,41,2
868,1,1,5,16,7,0
869,1,1,6,16,10,0
870,1,1,7,16,14,1
871,1,1,8,16,7,0
872,1,1,9,16,29,2
873,1,1,10,16,27,1
874,1,1,11,16,19,1
876,1,1,13,16,22,1
8277,3,1,21,16,13,2
877,1,1,14,16,15,1
878,1,1,15,16,22,1
879,1,1,16,16,19,1
880,1,1,17,16,20,1
881,1,1,18,16,20,1
882,1,1,19,16,9,0
883,1,1,20,16,22,1
29390,8,6,7,16,9,0
29388,8,6,5,16,4,0
12486,4,2,4,16,4,0
7206,2,6,7,16,4,0
7204,2,6,5,16,11,0
7203,2,6,4,16,9,0
7202,2,6,3,16,25,1
7201,2,6,2,16,10,0
7200,2,6,1,16,8,0
7199,2,6,0,16,22,1
27819,8,3,23,16,12,0
27818,8,3,22,16,22,1
27817,8,3,21,16,25,1
27816,8,3,20,16,23,1
27815,8,3,19,16,20,1
27814,8,3,18,16,23,1
27813,8,3,17,16,24,1
27812,8,3,16,16,23,1
27811,8,3,15,16,17,1
27810,8,3,14,16,23,1
27809,8,3,13,16,24,1
7205,2,6,6,16,6,0
7207,2,6,8,16,6,0
29387,8,6,4,16,16,1
7208,2,6,9,16,12,0
12484,4,2,2,16,7,0
12483,4,2,1,16,7,0
12482,4,2,0,16,25,1
7222,2,6,23,16,10,0
7221,2,6,22,16,10,0
7220,2,6,21,16,12,0
7219,2,6,20,16,21,1
7218,2,6,19,16,15,1
7217,2,6,18,16,7,0
7216,2,6,17,16,18,1
7215,2,6,16,16,15,1
7214,2,6,15,16,21,1
7213,2,6,14,16,10,0
7212,2,6,13,16,8,0
7211,2,6,12,16,22,1
7210,2,6,11,16,11,0
7209,2,6,10,16,12,0
27808,8,3,12,16,28,2
27807,8,3,11,16,20,1
27806,8,3,10,16,23,1
27805,8,3,9,16,17,1
33095,9,6,12,16,18,1
33094,9,6,11,16,10,0
33093,9,6,10,16,12,0
33092,9,6,9,16,24,1
33091,9,6,8,16,8,0
33090,9,6,7,16,8,0
33089,9,6,6,16,9,0
33088,9,6,5,16,6,0
33087,9,6,4,16,12,0
33086,9,6,3,16,12,0
33085,9,6,2,16,14,1
33084,9,6,1,16,16,1
33083,9,6,0,16,34,2
29383,8,6,0,16,41,2
29384,8,6,1,16,24,1
29385,8,6,2,16,13,2
29386,8,6,3,16,14,1
33096,9,6,13,16,13,2
33097,9,6,14,16,20,1
33098,9,6,15,16,18,1
27797,8,3,1,16,12,0
27804,8,3,8,16,20,1
27803,8,3,7,16,10,0
27802,8,3,6,16,9,0
27801,8,3,5,16,5,0
27800,8,3,4,16,7,0
27799,8,3,3,16,12,0
27798,8,3,2,16,17,1
27796,8,3,0,16,29,2
33099,9,6,16,16,17,1
33106,9,6,23,16,15,1
33105,9,6,22,16,18,1
33104,9,6,21,16,25,1
33103,9,6,20,16,24,1
33102,9,6,19,16,13,2
33101,9,6,18,16,14,1
33100,9,6,17,16,20,1
18816,6,0,3,16,7,0
18815,6,0,2,16,13,2
18814,6,0,1,16,15,1
1411,1,2,20,16,10,0
36783,10,6,0,16,40,2
36784,10,6,1,16,12,0
36785,10,6,2,16,15,1
36786,10,6,3,16,19,1
36787,10,6,4,16,8,0
36788,10,6,5,16,12,0
11975,4,1,23,16,10,0
11974,4,1,22,16,18,1
11973,4,1,21,16,8,0
11972,4,1,20,16,16,1
11971,4,1,19,16,8,0
11970,4,1,18,16,18,1
11969,4,1,17,16,23,1
11968,4,1,16,16,15,1
11967,4,1,15,16,20,1
11966,4,1,14,16,17,1
11965,4,1,13,16,18,1
1412,1,2,21,16,8,0
1410,1,2,19,16,14,1
14064,4,5,0,16,18,1
1409,1,2,18,16,23,1
20409,6,3,13,16,24,1
20410,6,3,14,16,14,1
20411,6,3,15,16,25,1
20412,6,3,16,16,20,1
20413,6,3,17,16,11,0
20414,6,3,18,16,17,1
20415,6,3,19,16,12,0
20416,6,3,20,16,20,1
20417,6,3,21,16,17,1
20418,6,3,22,16,15,1
20419,6,3,23,16,16,1
42597,12,3,1,16,12,0
42596,12,3,0,16,39,2
8278,3,1,22,16,13,2
8279,3,1,23,16,12,0
1407,1,2,16,16,26,1
1408,1,2,17,16,15,1
11964,4,1,12,16,25,1
11963,4,1,11,16,13,2
11962,4,1,10,16,22,1
11961,4,1,9,16,20,1
35736,10,4,12,16,32,2
35735,10,4,11,16,13,2
35734,10,4,10,16,20,1
35733,10,4,9,16,20,1
35732,10,4,8,16,13,2
35731,10,4,7,16,12,0
35730,10,4,6,16,8,0
35729,10,4,5,16,9,0
35728,10,4,4,16,7,0
35727,10,4,3,16,17,1
35726,10,4,2,16,15,1
35725,10,4,1,16,11,0
35724,10,4,0,16,44,2
38391,11,2,23,16,10,0
38390,11,2,22,16,24,1
38389,11,2,21,16,15,1
38388,11,2,20,16,12,0
35737,10,4,13,16,17,1
35738,10,4,14,16,22,1
35739,10,4,15,16,29,2
11953,4,1,1,16,10,0
11960,4,1,8,16,9,0
11959,4,1,7,16,13,2
11958,4,1,6,16,6,0
11957,4,1,5,16,7,0
11956,4,1,4,16,7,0
11955,4,1,3,16,6,0
11954,4,1,2,16,4,0
11952,4,1,0,16,23,1
35740,10,4,16,16,20,1
35747,10,4,23,16,20,1
35746,10,4,22,16,20,1
35745,10,4,21,16,18,1
35744,10,4,20,16,11,0
35743,10,4,19,16,15,1
35742,10,4,18,16,20,1
35741,10,4,17,16,17,1
20408,6,3,12,16,30,2
20407,6,3,11,16,18,1
20406,6,3,10,16,26,1
1398,1,2,7,16,12,0
14085,4,5,21,16,20,1
14086,4,5,22,16,15,1
14087,4,5,23,16,8,0
884,1,1,21,16,9,0
885,1,1,22,16,24,1
886,1,1,23,16,10,0
18813,6,0,0,16,33,2
43124,12,4,0,16,36,2
43125,12,4,1,16,15,1
20396,6,3,0,16,28,2
20397,6,3,1,16,15,1
1391,1,2,0,16,40,2
1392,1,2,1,16,11,0
1393,1,2,2,16,10,0
1394,1,2,3,16,9,0
1395,1,2,4,16,6,0
1396,1,2,5,16,7,0
14084,4,5,20,16,17,1
14083,4,5,19,16,19,1
14082,4,5,18,16,17,1
14072,4,5,8,16,11,0
14065,4,5,1,16,11,0
14066,4,5,2,16,10,0
14067,4,5,3,16,5,0
14068,4,5,4,16,9,0
14069,4,5,5,16,7,0
14070,4,5,6,16,12,0
14071,4,5,7,16,9,0
14073,4,5,9,16,13,2
14081,4,5,17,16,22,1
14074,4,5,10,16,13,2
14075,4,5,11,16,15,1
14076,4,5,12,16,20,1
14077,4,5,13,16,14,1
14078,4,5,14,16,11,0
14079,4,5,15,16,15,1
14080,4,5,16,16,15,1
1397,1,2,6,16,4,0
1399,1,2,8,16,15,1
20405,6,3,9,16,17,1
1400,1,2,9,16,30,2
27276,8,2,9,16,31,2
27275,8,2,8,16,12,0
27274,8,2,7,16,13,2
27273,8,2,6,16,9,0
27272,8,2,5,16,5,0
27271,8,2,4,16,11,0
27270,8,2,3,16,8,0
27269,8,2,2,16,9,0
27268,8,2,1,16,8,0
27267,8,2,0,16,27,1
20398,6,3,2,16,10,0
20399,6,3,3,16,11,0
20400,6,3,4,16,6,0
20401,6,3,5,16,7,0
20402,6,3,6,16,5,0
20403,6,3,7,16,9,0
20404,6,3,8,16,16,1
27277,8,2,10,16,25,1
27278,8,2,11,16,30,2
27279,8,2,12,16,35,2
27289,8,2,22,16,14,1
1401,1,2,10,16,20,1
1402,1,2,11,16,20,1
1403,1,2,12,16,29,2
1404,1,2,13,16,22,1
1405,1,2,14,16,17,1
1406,1,2,15,16,21,1
27290,8,2,23,16,8,0
27288,8,2,21,16,19,1
